event_id,file,subject,session,block,game,chunk,start_pos,end_pos,pre_pos,commit_pos,length_real_steps,start_global_idx,end_global_idx,commit_global_idx,commit_action,entropy_at_pre,entropy_at_onset,entropy_at_commit,margin_at_pre,margin_at_onset,margin_at_commit,q_gap_at_pre,q_gap_at_onset,q_gap_at_commit,rollout_spread_at_pre,rollout_spread_at_onset,rollout_spread_at_commit,cross2,is_long,bout_class
sub001-ses04-block2-game2_002::b0325,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7280,7286,7279,7287,7,366419,366719,366768,3,0.6609753986333665,0.7947565328042426,0.6673374989963801,0.6060410336629971,0.4030179642495321,0.7387659308434125,0.0,0.30388498306274414,4.241320610046387,0.0,0.5058572292327881,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0326,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7307,7314,7306,7315,8,367812,368169,368219,3,0.9170661304994666,0.9254989130031253,0.689609334834566,0.3809260587602261,0.36338745081324375,0.7351566224063522,3.810964822769165,0.06305408477783203,0.0,0.0302584171295166,0.013840198516845703,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0327,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7329,7331,7328,7332,3,368940,369038,369089,1,0.9003957299444042,0.9126523289891898,0.6419892561027183,0.41788626514506844,0.42467803460716674,0.7308443174623579,0.4396488666534424,0.0,4.112931728363037,0.6748371124267578,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0328,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7393,7397,7392,7398,5,372138,372344,372396,3,0.9289150426606063,1.1782981441667721,1.0507952415339832,0.4482856984898983,0.2756189590150405,0.5122541745422915,5.246875286102295,0.33629465103149414,3.9339590072631836,1.0407824516296387,0.6805410385131836,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0329,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7447,7450,7446,7451,4,374964,375121,375176,2,0.5653936955656913,0.3705221247257332,1.0900248782450062,0.6310834989014604,0.837800689130596,0.16362622761237372,0.23188257217407227,0.2169818878173828,0.0,1.0923914909362793,0.1422719955444336,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0330,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7463,7467,7462,7468,5,375773,375976,376026,3,0.6748258772577533,0.7667468385034586,0.862275536762501,0.6431641589352745,0.5120983939321451,0.5502575997753663,4.125136375427246,4.315065860748291,0.0,0.4422945976257324,0.07729244232177734,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0331,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7497,7498,7496,7499,2,377618,377669,377726,1,1.1126168205521179,0.8226724151934302,1.0194894336106435,0.416457735618871,0.3509965872271043,0.15211206615413453,0.11396646499633789,0.0,0.0,0.5105867385864258,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0332,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7504,7506,7503,7507,3,378018,378123,378175,1,0.7025481412183228,0.9028291001285154,0.9484593059096919,0.6098265636221543,0.4947656882546627,0.3611009696708973,1.6878011226654053,0.09545135498046875,0.2878913879394531,0.28344249725341797,0.938779354095459,0.5831727981567383,26,0,Short
sub001-ses04-block2-game2_002::b0333,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7511,7514,7510,7515,4,378399,378555,378607,1,0.7491184513014038,0.7753206242347568,1.0309980682008486,0.5219290186328713,0.5582109833868658,0.25321283734972,0.21140289306640625,5.249517440795898,0.1984729766845703,0.12495136260986328,0.7763609886169434,1.1427178382873535,26,0,Short
sub001-ses04-block2-game2_002::b0334,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7519,7522,7518,7523,4,378843,378997,379045,1,0.666645628326434,0.788166584809705,0.9916969160271801,0.6189261055806545,0.5564678228659045,0.40092681444018213,0.8686327934265137,3.612060070037842,4.214327812194824,1.3163175582885742,0.0,0.25836610794067383,26,0,Short
sub001-ses04-block2-game2_002::b0335,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7527,7529,7526,7530,3,379262,379361,379414,1,0.7399715839277973,0.7683407720449642,0.9949972581356277,0.5994844782998452,0.585336498356647,0.4814475280883089,0.03676605224609375,0.5950746536254883,0.42903852462768555,0.7485051155090332,0.9821743965148926,0.2189192771911621,26,0,Short
sub001-ses04-block2-game2_002::b0336,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7535,7537,7534,7538,3,379685,379784,379833,1,0.7980204403508212,0.7862805810484973,0.984487141340237,0.5149824357879593,0.5138363824064047,0.26873759020484606,0.008579730987548828,5.044764518737793,0.08977842330932617,0.175689697265625,0.5203137397766113,0.3589167594909668,26,0,Short
sub001-ses04-block2-game2_002::b0337,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7543,7545,7542,7546,3,380095,380194,380241,1,0.7783256736866071,0.7637220719676434,1.010896098851637,0.5451736383911732,0.5879560317462127,0.309737928627171,0.011294364929199219,5.0170207023620605,0.0,0.3055605888366699,0.707420825958252,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0338,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7551,7552,7550,7553,2,380505,380557,380606,1,0.9345657019767675,1.1840154834386958,1.0554595153304156,0.4650423514013928,0.23578819664096173,0.34583929832789495,0.23676013946533203,4.298123836517334,4.958916187286377,0.49137163162231445,0.5455236434936523,0.5936412811279297,26,0,Short
sub001-ses04-block2-game2_002::b0339,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7558,7560,7557,7561,3,380870,380972,381021,1,0.865206416348026,0.7746166856895654,0.8548326272899258,0.5152009007824743,0.5412688027476968,0.5157861672707582,0.0,4.369744300842285,0.13538694381713867,0.0,0.0,0.09865093231201172,26,0,Short
sub001-ses04-block2-game2_002::b0340,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7566,7568,7565,7569,3,381280,381380,381431,1,0.8279252393488478,0.7974185047650394,0.8507712555901147,0.6499800733945705,0.6593604329809539,0.6167696966796745,0.043076515197753906,4.189776420593262,0.0,0.3183708190917969,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0341,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7574,7576,7573,7577,3,381697,381798,381851,1,1.0161743353960762,1.0708467130172443,1.038152409424662,0.43982169940094334,0.4160057842001522,0.4115041295906686,4.781301021575928,3.4621758460998535,0.013007640838623047,0.1449298858642578,0.0,0.6860504150390625,26,0,Short
sub001-ses04-block2-game2_002::b0342,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7581,7583,7580,7584,3,382073,382174,382224,2,1.1862367805634537,1.182950433228334,1.288231047400181,0.022903887048717875,0.2953480631077746,0.29529271949050284,0.22975730895996094,0.3181419372558594,0.5288839340209961,0.07562685012817383,0.055419921875,1.0857558250427246,26,0,Short
sub001-ses04-block2-game2_002::b0343,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7631,7643,7630,7644,13,384658,385273,385324,2,1.1124646263252385,0.6578562862220315,0.8909578003183246,0.1748097704166599,0.7171593923236186,0.5426506354419136,0.1430835723876953,0.0,3.808441162109375,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0344,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7707,7709,7706,7710,3,388522,388628,388682,1,1.2179288520740976,0.7524694236065504,0.9225485068787738,0.15230116416834893,0.5194365245244067,0.41052296983354425,0.32593488693237305,0.0,5.155991554260254,0.32425403594970703,0.0,0.4445209503173828,26,0,Short
sub001-ses04-block2-game2_002::b0345,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7716,7717,7715,7718,2,389016,389067,389114,2,0.8287327724133404,0.8441928328416622,1.216293749492997,0.47251326830650375,0.4440798935536352,0.3827337979882569,0.17731523513793945,4.92119836807251,0.19577264785766602,0.2551460266113281,0.6225194931030273,1.4640560150146484,26,0,Short
sub001-ses04-block2-game2_002::b0346,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7740,7746,7739,7747,7,390172,390465,390514,2,0.30060681771183795,0.23542634510219793,0.8504876080628089,0.876589919568886,0.9184686826051784,0.6257514379843687,0.0037126541137695312,4.0907392501831055,0.6931352615356445,0.5771141052246094,0.4102625846862793,1.1016852855682373,26,0,Short
sub001-ses04-block2-game2_002::b0347,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7756,7770,7755,7771,15,390972,391620,391671,3,0.42444933767302834,0.333453249815311,0.9244875551514646,0.8345096960634373,0.875940113102418,0.6104395170285145,4.629453659057617,0.0,0.0,1.6402478218078613,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0348,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7789,7794,7788,7795,6,392572,392809,392859,2,0.8091137126482293,0.8243562589236115,0.926810262707765,0.6018166291798395,0.5987938197968565,0.5373401270161867,0.0746908187866211,0.0,4.053537368774414,0.8288133144378662,0.0,0.9219815731048584,26,0,Short
sub001-ses04-block2-game2_002::b0349,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7831,7844,7830,7845,14,394659,395281,395332,2,0.38092962662614704,0.5733822041121589,0.8627396243272859,0.8394277660546133,0.7706326410571638,0.4443937324145245,0.011757850646972656,0.0,4.045534133911133,0.13352727890014648,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0350,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7851,7858,7850,7859,8,395630,395961,396010,1,0.763536336700019,0.6577657994490904,0.8402720368559348,0.5281280764847456,0.6599074401459439,0.4376216797883254,0.44695138931274414,0.45491600036621094,4.105820655822754,1.2556462287902832,1.4205479621887207,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0351,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7863,7866,7862,7867,4,396205,396353,396403,3,0.7921369477559908,0.8217633012169809,0.7937619838248974,0.5191155498113368,0.5167229422287242,0.5224211281330248,4.043296813964844,0.0,0.06057453155517578,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0352,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7875,7890,7874,7891,16,396807,397556,397606,1,1.0545096559497449,0.5878421446395172,0.8438512818235234,0.30864178943410164,0.7525911557894484,0.5695701241980653,0.0,4.023111343383789,4.057517051696777,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0353,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7899,7907,7898,7908,9,398018,398418,398471,1,0.5128552688983141,0.5913361447726209,0.9016426839657624,0.7680216266260081,0.7033751688214784,0.3185392362475361,0.08232259750366211,0.0,0.38575220108032227,0.19751453399658203,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0354,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7913,7915,7912,7916,3,398731,398831,398882,1,0.9054789167694645,0.9018632164839379,0.7564477523441591,0.487043175361229,0.4844118771928906,0.5148720638292628,0.0,0.23423194885253906,0.401123046875,0.0,0.12091970443725586,0.06450796127319336,26,0,Short
sub001-ses04-block2-game2_002::b0355,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7929,7930,7928,7931,2,399557,399608,399657,1,0.8731432169833335,0.743822672940108,1.0095649194556429,0.4990716345389536,0.5888713109331946,0.3121023249925616,0.14033174514770508,0.4025692939758301,4.570404529571533,0.31594133377075195,0.2681846618652344,0.33803462982177734,26,0,Short
sub001-ses04-block2-game2_002::b0356,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7936,7938,7935,7939,3,399912,400012,400064,1,0.8544073294485566,0.8541572916003133,0.9127362514550437,0.506736063138228,0.45870170034653884,0.3326746416012152,4.739809036254883,0.0,0.44228315353393555,0.04209089279174805,0.0,0.17040109634399414,26,0,Short
sub001-ses04-block2-game2_002::b0357,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7944,7946,7943,7947,3,400332,400434,400484,1,0.7627881149910035,0.6993829617041476,0.9810766908059422,0.5685315566089554,0.5954812694553666,0.2809018346223781,0.22402524948120117,0.12238550186157227,0.2634544372558594,0.0,0.0,0.05830192565917969,26,0,Short
sub001-ses04-block2-game2_002::b0358,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7952,7954,7951,7955,3,400749,400848,400898,1,0.6873453192101082,0.8222435592647304,0.9037230656664907,0.6044459402514825,0.5597133956201583,0.3229429090193827,0.7135763168334961,0.0,4.215600490570068,0.9053182601928711,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0359,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7960,7962,7959,7963,3,401154,401253,401304,1,0.7617785312589417,1.046193495211657,1.0083535825412695,0.567690014045341,0.4279487003723661,0.3693904528223932,0.08467626571655273,4.198052406311035,4.958657264709473,0.24287033081054688,0.0,0.49452972412109375,26,0,Short
sub001-ses04-block2-game2_002::b0360,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7967,7967,7966,7968,1,401516,401516,401565,3,0.8104857943711135,0.8903147863290322,0.9340950242500485,0.5557802506271302,0.4758137398079815,0.42223676491076734,0.12039375305175781,4.377475261688232,0.05305051803588867,0.009674549102783203,0.0,0.1141209602355957,26,0,Short
sub001-ses04-block2-game2_002::b0361,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,7975,7990,7974,7991,16,401929,402663,402710,2,1.2693158807740677,0.299062895101128,0.9006781369528544,0.31363177353872906,0.9012157037201766,0.5143289754706347,4.152585506439209,4.146689414978027,0.5456016063690186,0.01333761215209961,0.2938566207885742,0.685877799987793,26,0,Short
sub001-ses04-block2-game2_002::b0362,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8009,8014,8008,8015,6,403550,403791,403842,3,0.7967203524474981,0.8630039525146417,1.071881304925655,0.6290214743208775,0.5599560641443808,0.33579001455152396,3.4873788356781006,0.0,0.21620821952819824,0.4659874439239502,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0363,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8041,8048,8040,8049,8,405154,405502,405553,2,0.3015263219413937,0.2215682287967261,0.8918217615931664,0.8998889877171906,0.9324455372141678,0.5977322472765265,3.8031105995178223,4.180168151855469,0.595353364944458,0.0,0.056496620178222656,0.5630216598510742,26,0,Short
sub001-ses04-block2-game2_002::b0364,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8087,8087,8086,8088,1,407409,407409,407459,1,0.5454286036200837,0.6093320631832498,0.9643112537037932,0.7675932952472702,0.6998493955626864,0.4742136253666926,3.758755683898926,0.08940386772155762,3.5607409477233887,0.32137441635131836,0.005617380142211914,0.07291984558105469,26,0,Short
sub001-ses04-block2-game2_002::b0365,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8093,8093,8092,8094,1,407700,407700,407748,3,0.9011988549170169,0.8857326337072454,0.9314602217108717,0.49646323871479764,0.4646586470300039,0.4800417474342399,0.0,0.0,0.024062156677246094,0.0,0.0,0.4891667366027832,26,0,Short
sub001-ses04-block2-game2_002::b0366,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8111,8121,8110,8122,11,408588,409084,409134,2,0.7024753531770169,0.3077703058111738,0.888657887380113,0.6665130247170772,0.8969769817461949,0.508088353810376,3.715935230255127,3.866764545440674,4.335385799407959,0.0,0.21906185150146484,0.41194844245910645,26,0,Short
sub001-ses04-block2-game2_002::b0367,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8134,8146,8133,8147,13,409711,410296,410345,1,0.47350353035317283,0.5921524630748682,0.8675234585458721,0.7808764711823465,0.7387196008419588,0.49876051695904045,4.08367395401001,4.132480144500732,0.32987284660339355,0.20430707931518555,0.7404384613037109,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0368,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8162,8163,8161,8164,2,411105,411153,411200,1,0.7849546174265813,0.935909572085738,0.9253924779639849,0.6300348630449316,0.3741773956087883,0.45242390239631103,0.05042552947998047,0.28391170501708984,4.870954513549805,0.2516040802001953,1.3996829986572266,0.7274684906005859,26,0,Short
sub001-ses04-block2-game2_002::b0369,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8169,8170,8168,8171,2,411446,411498,411543,1,0.9072931736752087,0.9203820394519775,0.8712371834020204,0.3991420030607487,0.3398045194345151,0.5363382273969783,0.0,0.0,0.09432363510131836,0.0,0.0,0.6152443885803223,26,0,Short
sub001-ses04-block2-game2_002::b0370,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8175,8176,8174,8177,2,411754,411807,411854,1,0.9332320717740469,0.8486909014805823,1.0029061976471816,0.33814419359743525,0.46337940983186227,0.39609217699614985,0.2138352394104004,4.747149467468262,0.0,0.3796253204345703,0.41852426528930664,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0371,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8181,8182,8180,8183,2,412073,412122,412176,1,0.8390005898030922,0.9934685319111263,0.9870701408627829,0.3789547432556303,0.41786491973392415,0.4024744678816859,4.594680309295654,0.7752723693847656,0.0,0.0,0.624873161315918,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0372,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8189,8192,8188,8193,4,412485,412631,412677,2,0.9278597541823911,0.9458574684425828,0.9693400494165331,0.41813562624970146,0.4339277337878973,0.3115522148510996,4.701791763305664,0.0,0.0,0.35924720764160156,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0373,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8225,8226,8224,8227,2,414322,414374,414426,1,0.9547326386219764,0.8607307260703194,0.8620708902731491,0.4492530963084518,0.5615431283940711,0.4020271430890302,4.70965051651001,0.34658098220825195,0.1683950424194336,0.35669612884521484,0.1643686294555664,0.04502105712890625,26,0,Short
sub001-ses04-block2-game2_002::b0374,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8232,8234,8231,8235,3,414679,414781,414839,3,0.7681407372442427,0.9141153539031547,0.8079603760524786,0.5582788097667396,0.5372813793453981,0.39158822064598997,0.3735675811767578,0.524078369140625,4.415499687194824,0.0,0.38092899322509766,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0375,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8302,8311,8301,8312,10,418221,418667,418715,2,1.2899393112787274,0.5523236331251882,1.093928561052178,0.3045871455694009,0.7724438386884759,0.30264545268915344,4.295619964599609,4.706606388092041,4.724224090576172,0.3060593605041504,0.02019786834716797,0.2751650810241699,26,0,Short
sub001-ses04-block2-game2_002::b0376,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8326,8328,8325,8329,3,419417,419514,419564,3,0.911984228503923,0.7908248789109342,1.0488877252664794,0.4366737777177262,0.5121543886670102,0.2917595486317324,0.15494155883789062,0.15447378158569336,4.988768577575684,1.0830683708190918,0.0,0.6121869087219238,26,0,Short
sub001-ses04-block2-game2_002::b0377,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8337,8346,8336,8347,10,419978,420421,420471,3,1.2018609582728783,0.9372549567286164,0.8406413585655156,0.3732295248881316,0.4068830282664035,0.5792394270554231,4.830449104309082,0.5981712341308594,0.22453069686889648,0.5502762794494629,0.6533961296081543,0.989985466003418,26,0,Short
sub001-ses04-block2-game2_002::b0378,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8393,8398,8392,8399,6,422824,423072,423121,2,0.6093816110565582,0.5741188934770102,1.0148455324217716,0.7111140199761898,0.7387696328392839,0.5484524049747643,0.28141212463378906,3.524020195007324,0.0,0.7578308582305908,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0379,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8447,8468,8446,8469,22,425529,426575,426624,2,0.8505174163329983,1.0377586738374858,1.0119093536086954,0.4741761552828594,0.4184750304145484,0.4748255159137885,0.3621025085449219,3.6092774868011475,3.7863640785217285,0.0,0.0,0.16330361366271973,26,0,Short
sub001-ses04-block2-game2_002::b0380,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8495,8504,8494,8505,10,427960,428404,428455,3,0.521549838414955,0.3946638933769239,1.1101981034057773,0.7839946956282764,0.8601689677307431,0.4687101098019977,0.721121072769165,4.252220153808594,0.5271925926208496,0.767115592956543,0.25100278854370117,1.0764305591583252,26,0,Short
sub001-ses04-block2-game2_002::b0381,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8531,8550,8530,8551,20,429771,430699,430747,2,0.47686187778701944,0.6331596714282834,0.8362935271905791,0.8121002742853811,0.7153103727872578,0.6420599357083878,0.11854887008666992,3.3559091091156006,0.0,0.4941225051879883,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0382,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8556,8568,8555,8569,13,431001,431610,431661,2,0.3113690534086135,0.23188154199076583,1.1105542086308522,0.8840581224722025,0.9221775113924543,0.40025749589083304,0.08445191383361816,3.707657814025879,4.352587699890137,0.0,0.20934534072875977,0.728785514831543,26,0,Short
sub001-ses04-block2-game2_002::b0383,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8622,8624,8621,8625,3,434349,434448,434503,1,0.7625848635504349,0.7790525237212848,0.9668481575719978,0.557493492534667,0.5467071977092268,0.23137961605692076,0.8710823059082031,0.9832077026367188,0.07639837265014648,0.0,1.0994133949279785,0.3405280113220215,26,0,Short
sub001-ses04-block2-game2_002::b0384,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8630,8630,8629,8631,1,434749,434749,434800,1,0.982121270182288,1.0032889373482559,1.0700469126288839,0.48617889917210044,0.478395053531283,0.26961163257263904,0.09429216384887695,3.4025912284851074,3.4255194664001465,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0385,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8637,8638,8636,8639,2,435097,435145,435194,1,0.9039459799211867,1.047405090404969,0.9721969728860779,0.4807710253748341,0.38351728630715665,0.45739003727719146,3.067073106765747,0.0,0.5625641345977783,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0386,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8644,8645,8643,8646,2,435445,435496,435543,1,0.9554343828479946,0.9495114897271254,1.1732870395566406,0.4658701006562559,0.4616611974923041,0.24210375702038744,2.7474327087402344,0.0,3.122797966003418,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0387,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8667,8668,8666,8669,2,436575,436620,436666,1,0.9215162170785445,0.9564307854155083,1.1815095092575638,0.4869522688300223,0.4484900395390705,0.4074875081870918,3.885740041732788,3.328901529312134,0.7039089202880859,0.2622382640838623,0.06296348571777344,0.7781052589416504,26,0,Short
sub001-ses04-block2-game2_002::b0388,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8675,8676,8674,8677,2,436970,437017,437061,1,0.8573741123137052,0.8074137643582582,1.2480818086546912,0.49363128830530945,0.5134948699755962,0.32514105874369537,3.440577745437622,3.073359966278076,3.3282203674316406,0.0,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0389,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8690,8693,8689,8694,4,437709,437855,437900,1,1.187780061330702,0.8578115021141399,1.1675491886533524,0.3587037097632172,0.5306213270682942,0.24599151164873512,0.218902587890625,3.9103708267211914,3.666083574295044,0.13631820678710938,0.5961992740631104,0.17073869705200195,26,0,Short
sub001-ses04-block2-game2_002::b0390,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8697,8700,8696,8701,4,438053,438202,438250,1,0.924792708419838,0.8626582277182437,1.0593518123192054,0.4806613179051593,0.4698849575201691,0.3305008664071086,0.04254460334777832,0.0,3.5698890686035156,0.5456171035766602,0.0,0.12930750846862793,26,0,Short
sub001-ses04-block2-game2_002::b0391,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8707,8709,8706,8710,3,438553,438651,438696,1,0.9439117184136523,0.8447074295887161,1.0922634783283285,0.48770188412694226,0.5406920555271935,0.23084153639534388,0.044110774993896484,3.6734540462493896,0.24297571182250977,0.6419644355773926,0.24381422996520996,1.2757110595703125,26,0,Short
sub001-ses04-block2-game2_002::b0392,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8715,8717,8714,8718,3,438952,439046,439095,5,0.8482957457926481,0.9048744897278292,1.1447716427233139,0.5107617015500998,0.5020136970308744,0.18766911181960189,0.0,3.6451711654663086,0.0,0.0,0.03449678421020508,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0393,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8733,8734,8732,8735,2,439833,439882,439927,1,0.9084607943519003,0.962744451320531,0.9610137555165239,0.4881345193330643,0.41892588886313614,0.5512112937139524,3.262478828430176,0.43096256256103516,0.0,0.26687026023864746,1.0161185264587402,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0394,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8770,8773,8769,8774,4,441620,441760,441808,1,0.9387142653858531,0.8143484382620463,0.9426175300989997,0.5394409417731463,0.5330452659738529,0.4468620609748394,0.29256296157836914,0.0,0.0,0.758995532989502,0.0,0.0,26,0,Short
sub001-ses04-block2-game2_002::b0395,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8781,8782,8780,8783,2,442149,442199,442250,4,0.8531788451661351,0.9734159278518535,0.9808756287460565,0.4763812704880117,0.47299610740595543,0.40951165142836843,4.379176616668701,0.0,3.9907383918762207,0.8021655082702637,0.0,0.4142112731933594,26,0,Short
sub001-ses04-block2-game2_002::b0396,test/sub001/ses-04/sub001-ses04-block2-game2_002.npy,sub001,04,2,2,002,8803,8806,8802,8807,4,443230,443377,443427,1,0.8517927417815498,0.8882642087128438,0.8788836174090136,0.503154596489271,0.452198976507336,0.35525216624317296,0.10537004470825195,3.2037932872772217,3.7440989017486572,0.22545504570007324,0.0,0.3072540760040283,26,0,Short
