subject,subject_label,session,block,game_id,game_name,episode_index,n_withholding_preceded,n_not_preceded,reward_withholding_preceded_mean,reward_not_preceded_mean,reward_difference,episode_label
sub-003,S3,1,1,2,SpaceInvaders,3,135,2638,0.8888888888888888,0.7733131159969674,0.11557577289192145,ses01-block01-ep03
sub-003,S3,1,1,2,SpaceInvaders,4,109,923,0.9174311926605505,0.49837486457204766,0.41905632808850285,ses01-block01-ep04
sub-003,S3,1,5,2,SpaceInvaders,0,308,5181,1.7207792207792207,1.078942289133372,0.6418369316458488,ses01-block05-ep00
sub-003,S3,1,5,2,SpaceInvaders,1,210,2305,1.1428571428571428,0.5661605206073753,0.5766966222497675,ses01-block05-ep01
sub-003,S3,1,5,2,SpaceInvaders,2,274,3095,1.0401459854014599,0.8287560581583199,0.21138992724313999,ses01-block05-ep02
sub-003,S3,2,2,2,SpaceInvaders,0,208,1739,0.6009615384615384,0.7935595169637722,-0.1925979785022338,ses02-block02-ep00
sub-003,S3,2,2,2,SpaceInvaders,1,195,1775,1.4102564102564104,0.647887323943662,0.7623690863127484,ses02-block02-ep01
sub-003,S3,2,2,2,SpaceInvaders,2,338,3620,0.9763313609467456,0.7762430939226519,0.20008826702409366,ses02-block02-ep02
sub-003,S3,2,2,2,SpaceInvaders,3,184,2213,1.3043478260869565,0.8043380027112517,0.5000098233757049,ses02-block02-ep03
sub-003,S3,2,4,2,SpaceInvaders,0,391,7201,1.0358056265984654,0.8845993611998334,0.15120626539863202,ses02-block04-ep00
sub-003,S3,2,4,2,SpaceInvaders,1,255,4899,1.0,0.8532353541539089,0.14676464584609106,ses02-block04-ep01
sub-003,S3,2,4,2,SpaceInvaders,2,23,860,2.1739130434782608,0.31976744186046513,1.8541456016177955,ses02-block04-ep02
sub-003,S3,2,8,2,SpaceInvaders,0,136,6143,0.625,0.7805632427152857,-0.15556324271528565,ses02-block08-ep00
sub-003,S3,2,8,2,SpaceInvaders,1,387,7446,0.9689922480620154,1.1972871340316948,-0.2282948859696794,ses02-block08-ep01
sub-003,S3,3,1,2,SpaceInvaders,0,683,8376,1.083455344070278,0.7730420248328558,0.3104133192374223,ses03-block01-ep00
sub-003,S3,3,1,2,SpaceInvaders,1,110,1380,0.5454545454545454,0.9927536231884058,-0.44729907773386035,ses03-block01-ep01
sub-003,S3,3,4,2,SpaceInvaders,0,174,2781,0.8620689655172413,0.48903272204243076,0.37303624347481057,ses03-block04-ep00
sub-003,S3,3,4,2,SpaceInvaders,1,482,6591,0.9024896265560166,1.0081929904415112,-0.10570336388549462,ses03-block04-ep01
sub-003,S3,3,4,2,SpaceInvaders,2,167,2250,1.1976047904191616,0.76,0.43760479041916156,ses03-block04-ep02
sub-003,S3,3,7,2,SpaceInvaders,0,206,2638,0.970873786407767,0.680439727065959,0.290434059341808,ses03-block07-ep00
sub-003,S3,3,7,2,SpaceInvaders,1,513,6627,1.4132553606237817,0.8948242040138826,0.518431156609899,ses03-block07-ep01
sub-003,S3,3,7,2,SpaceInvaders,2,109,898,0.9174311926605505,1.6815144766146994,-0.7640832839541489,ses03-block07-ep02
sub-003,S3,4,2,2,SpaceInvaders,0,508,6412,0.7283464566929134,1.0090455396132252,-0.28069908292031176,ses04-block02-ep00
sub-003,S3,4,2,2,SpaceInvaders,1,373,4068,1.1126005361930296,1.1897738446411013,-0.07717330844807169,ses04-block02-ep01
sub-003,S3,4,6,2,SpaceInvaders,0,631,8570,0.8795562599049128,1.0665110851808635,-0.18695482527595064,ses04-block06-ep00
sub-003,S3,4,6,2,SpaceInvaders,1,146,1532,0.8561643835616438,0.835509138381201,0.020655245180442816,ses04-block06-ep01
sub-003,S3,4,9,2,SpaceInvaders,0,231,2704,0.974025974025974,0.8136094674556213,0.16041650657035267,ses04-block09-ep00
sub-003,S3,4,9,2,SpaceInvaders,1,534,7805,1.0112359550561798,1.0384368994234465,-0.02720094436726672,ses04-block09-ep01
sub-003,S3,4,9,2,SpaceInvaders,2,34,177,1.0294117647058822,0.480225988700565,0.5491857760053173,ses04-block09-ep02
sub-004,S4,1,2,0,Enduro,0,33,13187,0.12121212121212122,0.07613558807916888,0.04507653313295233,ses01-block02-ep00
